iter	CrossEntropy
0	0.2773853679
1	0.1806289641
2	0.1394438607
3	0.1137940837
4	0.09886529832
5	0.08989227447
6	0.08488271039
7	0.07565857239
8	0.06587249566
9	0.06096266723
10	0.05452366664
11	0.05121101535
12	0.04793217118
13	0.04557692192
14	0.04294383283
15	0.03873978619
16	0.03543218085
17	0.03375704453
18	0.03035403502
19	0.02956791247
20	0.02741930157
21	0.02506153491
22	0.02331461847
23	0.02178399875
24	0.02086476509
25	0.01977768475
26	0.01817023151
27	0.01659086777
28	0.01580538341
29	0.01519983685
30	0.01428083018
31	0.01371420367
32	0.01327828625
33	0.01243833373
34	0.01192794575
35	0.01151747576
36	0.01105676304
37	0.01046985784
38	0.009992326212
39	0.009650247269
40	0.009287863588
41	0.009132429908
42	0.008840526725
43	0.008578036852
44	0.008292679263
45	0.00798601128
46	0.007702002626
47	0.007435778992
48	0.007208604723
49	0.006913558054
50	0.006675823478
51	0.00649985481
52	0.00638286859
53	0.006235368513
54	0.006069948057
55	0.005924119264
56	0.005744835005
57	0.005583939531
58	0.005504868638
59	0.005331025707
60	0.005209879183
61	0.005062645637
62	0.004934729316
63	0.004809132699
64	0.004658349126
65	0.004570716213
66	0.004496663362
67	0.004407628951
68	0.004316149245
69	0.004200005877
70	0.004128838818
71	0.004040426313
72	0.003958214261
73	0.003874886546
74	0.003811428422
75	0.003753556753
76	0.003679640888
77	0.003607768196
78	0.003493665908
79	0.003434981853
80	0.003376186396
81	0.003319532722
82	0.003262863931
83	0.003201052439
84	0.003141876489
85	0.003093287358
86	0.003050400504
87	0.002987334734
88	0.002945077229
89	0.002903700718
90	0.002839116698
91	0.002784289669
92	0.002752517814
93	0.002711244566
94	0.002669613385
95	0.002609334098
96	0.002557823359
97	0.00252067925
98	0.002478730139
99	0.002435231613
100	0.002410228624
101	0.002359156288
102	0.002332341074
103	0.002306792928
104	0.002260938183
105	0.002226393334
106	0.002196098098
107	0.002172960361
108	0.002127847531
109	0.002094747671
110	0.002068999278
111	0.002046178774
112	0.002012112565
113	0.001988333153
114	0.001967715368
115	0.00194265377
116	0.001926785518
117	0.001899370143
118	0.001875217216
119	0.001854977598
120	0.001829962398
121	0.001808156271
122	0.001786908091
123	0.001764760659
124	0.001741003574
125	0.001726828469
126	0.001711738065
127	0.001696954659
128	0.001677815121
129	0.001664534849
130	0.001646862977
131	0.001630999957
132	0.001615132054
133	0.001597406108
134	0.00158423282
135	0.001571375486
136	0.001558158706
137	0.001544212804
138	0.001528816912
139	0.001517351423
140	0.0015046798
141	0.001492177375
142	0.001481292742
143	0.001469243025
144	0.001456263821
145	0.001445131031
146	0.00143170412
147	0.00141652743
148	0.001402824917
149	0.001395177614
150	0.001388512593
151	0.001375560833
152	0.001365853728
153	0.001354882927
154	0.001345012903
155	0.00132747546
156	0.001318109194
157	0.001305880859
158	0.001294732951
159	0.001284937701
160	0.001275125821
161	0.001266422744
162	0.001256090826
163	0.001245818448
164	0.001237475978
165	0.001222874098
166	0.001212786151
167	0.001201431717
168	0.001192938306
169	0.001185412756
170	0.001178365846
171	0.001167576105
172	0.001161127959
173	0.001151009778
174	0.001143403757
175	0.001133163009
176	0.001122391641
177	0.001113274696
178	0.00110752009
179	0.001102499374
180	0.001094945334
181	0.001085580813
182	0.001080476254
183	0.001070699725
184	0.001065998568
185	0.0010606462
186	0.00105343079
187	0.001045769997
188	0.001036353379
189	0.001029598467
190	0.001022454341
191	0.001014635979
192	0.001009016382
193	0.001002214258
194	0.0009974632128
195	0.0009925001759
196	0.000986799178
197	0.0009798187844
198	0.0009735512917
199	0.0009672879853
200	0.0009622516872
201	0.0009578086882
202	0.0009511680868
203	0.0009452103842
204	0.0009398267932
205	0.0009342887143
206	0.0009300207862
207	0.0009237267218
208	0.0009197396863
209	0.0009139754862
210	0.0009089146514
211	0.0009028299627
212	0.0008980686847
213	0.0008942834082
214	0.0008904220215
215	0.0008836080353
216	0.0008763294222
217	0.0008689855137
218	0.0008647462505
219	0.0008587391838
220	0.0008550240868
221	0.0008510186198
222	0.0008452327902
223	0.0008401757929
224	0.0008352713648
225	0.0008299860369
226	0.0008265063641
227	0.0008234630604
228	0.0008192140872
229	0.0008140116723
230	0.0008080802506
231	0.0008017821743
232	0.000797140091
233	0.0007938322912
234	0.0007886477264
235	0.0007850971764
236	0.0007821671949
237	0.0007787273506
238	0.0007753649538
239	0.0007715886896
240	0.0007671893566
241	0.0007632319163
242	0.0007585385502
243	0.0007522706505
244	0.0007466252381
245	0.0007425884898
246	0.0007380902542
247	0.0007353131327
248	0.0007315597771
249	0.0007297904618
250	0.0007255206732
251	0.0007233477238
252	0.0007199450915
253	0.0007159504974
254	0.0007126308363
255	0.000709550495
256	0.0007062696739
257	0.0007042201637
258	0.0006997976895
259	0.0006967924118
260	0.0006940518628
261	0.0006904360173
262	0.0006865322437
263	0.0006834443437
264	0.000679223454
265	0.0006767214689
266	0.0006715378926
267	0.0006695239664
268	0.0006664585681
269	0.0006639894342
270	0.0006610291017
271	0.0006589197615
272	0.0006543334963
273	0.0006521208346
274	0.0006495229705
275	0.0006460970807
276	0.0006430495325
277	0.0006410604918
278	0.0006380413759
279	0.0006343553508
280	0.0006308641656
281	0.0006283027575
282	0.0006258110639
283	0.0006240000014
284	0.0006212573592
285	0.0006179992723
286	0.0006158744078
287	0.0006138289095
288	0.0006111295845
289	0.0006094085285
290	0.0006079240596
291	0.0006053962005
292	0.0006027804862
293	0.0006008974417
294	0.0005984426693
295	0.0005971270499
296	0.0005948925263
297	0.000592307163
298	0.0005899638523
299	0.0005879780095
