,0,1,answer
0,0.998697116548666,0.0013028834513338083,0
1,0.9959190130210641,0.004080986978935961,0
2,0.996,0.004,0
3,0.7607306059593273,0.23926939404067252,0
4,0.6642512777246221,0.3357487222753775,0
5,0.98030948687446,0.01969051312553989,0
6,0.8142324586678926,0.18576754133210788,0
7,0.9883033274877316,0.011696672512268292,0
8,0.6240933582170425,0.3759066417829578,0
9,0.9986707913793225,0.0013292086206774462,0
10,0.5540593631126394,0.4459406368873603,1
11,0.7356254484943884,0.2643745515056117,0
12,0.999205081309957,0.0007949186900428852,0
13,0.980902839591355,0.01909716040864498,0
14,0.9975056628991578,0.0024943371008423394,0
15,0.9966483659501463,0.0033516340498537973,0
16,0.9882402457355041,0.011759754264495874,0
17,0.8521222772989326,0.14787772270106705,0
18,0.7421477299335453,0.2578522700664544,0
19,0.948,0.052,0
20,0.7221928288204796,0.27780717117952025,0
21,0.9890714285714286,0.010928571428571428,0
22,0.9817927230654948,0.018207276934505225,0
23,0.9992740439363097,0.0007259560636903469,0
24,0.9942452273275021,0.005754772672498051,0
25,0.8618822283768308,0.1381177716231693,0
26,0.9955436381523775,0.00445636184762239,0
27,0.9993842323798188,0.0006157676201812095,0
28,0.9983781756045185,0.0016218243954816104,0
29,0.9955163576059098,0.004483642394090156,0
30,0.9953076909652335,0.004692309034766599,0
31,0.9235751399625045,0.07642486003749543,0
32,0.9947594768716336,0.005240523128366575,0
33,0.998,0.002,0
34,0.8940589195081982,0.10594108049180148,0
35,0.49933426827403105,0.500665731725969,0
36,0.9948506646095749,0.005149335390425006,0
37,0.998,0.002,0
38,0.996,0.004,0
39,0.9958854961832061,0.004114503816793893,0
40,0.8555257525522355,0.14447424744776452,0
41,0.9959466860957271,0.0040533139042727906,0
42,0.9997445437999318,0.000255456200068095,0
43,0.9926087256967678,0.007391274303232245,0
44,0.9750065552765806,0.024993444723419283,0
45,0.9991746537551115,0.0008253462448885398,0
46,0.9983663501047317,0.0016336498952682513,0
47,0.9975104594087438,0.002489540591256229,0
48,1.0,0.0,0
49,0.9985732732205198,0.0014267267794801299,0
50,0.6599958222541358,0.3400041777458642,1
51,0.996,0.004,0
52,0.8459901878311178,0.15400981216888143,0
53,0.9991523120204194,0.0008476879795804865,0
54,0.9992876814155442,0.0007123185844556889,0
55,0.9907718081104889,0.009228191889511145,0
56,0.9991070794717594,0.0008929205282407281,0
57,0.994,0.006,0
58,0.996,0.004,0
59,0.8870564916143028,0.11294350838569737,0
60,0.9999118942731277,8.81057268722467e-05,0
61,0.8918759811523627,0.10812401884763727,1
62,0.9858064516129031,0.014193548387096773,0
63,0.9990360486982222,0.0009639513017777785,0
64,0.9953716332776021,0.00462836672239805,0
65,0.99,0.01,0
66,0.5494109083080396,0.4505890916919599,0
67,0.9996482975815636,0.0003517024184364557,0
68,0.9992740439363097,0.0007259560636903469,0
69,0.997149934392463,0.0028500656075371505,0
70,0.9682276778479989,0.0317723221520013,0
71,0.6962667979925039,0.30373320200749687,1
72,0.9974485443115619,0.0025514556884379783,0
73,0.9995372520695235,0.00046274793047670307,0
74,0.9942308233962902,0.005769176603709892,0
75,0.9858966292134832,0.014103370786516854,0
76,0.9951934120577473,0.00480658794225285,0
77,0.9991300657076282,0.0008699342923717612,0
78,0.996368976677747,0.003631023322253,0
79,0.7036346693438336,0.2963653306561664,0
80,0.9949044776803836,0.005095522319616172,0
81,0.9958262713287538,0.0041737286712461,0
82,0.9999213381555153,7.866184448462929e-05,0
83,0.3006190310846561,0.699380968915344,1
84,0.9984892800722185,0.001510719927781539,0
85,0.994,0.006,0
86,0.9856470588235294,0.014352941176470587,0
87,0.9968676522566722,0.0031323477433278183,0
88,0.8919094907242989,0.10809050927570103,0
89,1.0,0.0,0
90,0.898687984625936,0.10131201537406441,0
91,0.6212652466846496,0.3787347533153503,1
92,0.962,0.038,0
93,0.9311111111111112,0.0688888888888889,0
94,0.9953228840966819,0.004677115903318076,0
95,0.798569706709522,0.20143029329047812,0
96,0.6460968975032003,0.3539031024967999,1
97,0.9988446566359217,0.0011553433640782431,0
98,0.994,0.006,0
99,0.6865711245748033,0.31342887542519654,0
100,0.995904243936301,0.004095756063698975,0
101,0.9831371042362312,0.016862895763768756,0
102,1.0,0.0,0
103,0.97625,0.02375,0
104,0.999661525213383,0.000338474786617025,0
105,0.8809518207282914,0.11904817927170869,0
106,0.9950876101029206,0.004912389897079338,0
107,0.9416088417758135,0.05839115822418658,0
108,0.996,0.004,0
109,1.0,0.0,0
110,0.9893284183397043,0.010671581660295698,0
111,0.9782857142857143,0.021714285714285714,0
112,0.9944679984732823,0.005532001526717739,0
113,0.9978604651162791,0.00213953488372093,0
114,0.3919089911457258,0.6080910088542744,0
115,0.9898712719952281,0.010128728004771848,0
116,0.9692941176470588,0.030705882352941173,0
117,0.9876322241229729,0.01236777587702696,0
118,0.9993909966255882,0.0006090033744119323,0
119,0.9818333333333333,0.018166666666666668,0
120,0.9970185392051606,0.0029814607948394994,0
121,0.9878892617449665,0.012110738255033556,0
122,0.9896,0.0104,0
123,0.9950647892841057,0.004935210715894385,0
124,0.9980747106020601,0.0019252893979397388,0
125,0.9967787183817515,0.003221281618248457,0
126,0.9996945839004817,0.00030541609951832005,0
127,0.997149934392463,0.0028500656075371505,0
128,0.9952512917920783,0.0047487082079217665,0
129,0.9999213381555153,7.866184448462929e-05,0
130,0.999139452912708,0.0008605470872921307,0
131,0.9979195807609315,0.002080419239068532,0
132,1.0,0.0,0
133,0.9996397322710712,0.000360267728928961,0
134,0.578590909090909,0.4214090909090909,0
135,0.998,0.002,0
136,0.723474338381099,0.2765256616189013,0
137,0.998,0.002,0
138,0.9958892617449665,0.004110738255033557,0
139,0.996740657576007,0.0032593424239927794,0
140,0.999979274611399,2.072538860103627e-05,0
141,0.9995355400577108,0.00046445994228919884,0
142,0.8655983239773889,0.13440167602261163,0
143,0.9994995880775808,0.0005004119224191487,0
144,0.9957924566742508,0.004207543325749314,0
145,0.9956379411468634,0.004362058853136708,0
146,0.5548447132054267,0.4451552867945734,1
147,0.9885196990853049,0.011480300914695117,0
148,0.9937862068965517,0.0062137931034482756,0
149,1.0,0.0,0
150,0.9928017338666824,0.007198266133317576,0
151,0.9964959161351169,0.0035040838648831593,0
152,0.7750192000088912,0.2249807999911092,0
153,0.8310105517298955,0.1689894482701045,0
154,0.8041531005192118,0.19584689948078793,1
155,0.9957993017863694,0.00420069821363058,0
156,0.9986791212784057,0.0013208787215941453,0
157,0.7885685502460429,0.21143144975395697,0
158,0.9964248360612874,0.003575163938712683,0
159,0.9960381713677954,0.003961828632204584,0
160,0.9836409090909091,0.01635909090909091,0
161,0.985683745242516,0.014316254757483977,0
162,0.9983677816013933,0.0016322183986065971,0
163,0.9933522792183701,0.006647720781629916,0
164,0.9943398577491381,0.00566014225086175,0
165,0.8911727027068732,0.10882729729312728,1
166,0.9970603174603175,0.00293968253968254,0
167,0.926,0.074,0
168,1.0,0.0,0
169,0.9459148936170213,0.05408510638297872,0
170,0.9941197527720933,0.005880247227906723,0
171,0.9926490692523949,0.007350930747605065,0
172,0.9881723044397464,0.0118276955602537,0
173,0.9975687350784578,0.002431264921542311,0
174,0.9838418972332016,0.016158102766798417,0
175,0.9950645117845118,0.004935488215488216,0
176,0.9926614927035938,0.007338507296406276,0
177,0.8814667724072702,0.1185332275927294,0
178,0.7826834085082228,0.21731659149177723,0
179,0.9993503408889622,0.0006496591110377355,0
180,0.754017795891372,0.24598220410862798,0
181,0.9940230497007861,0.005976950299213926,0
182,0.9985272748407035,0.001472725159296281,0
183,0.9850740554467502,0.0149259445532499,0
184,0.9986197806190652,0.0013802193809348048,0
185,0.48160006140604417,0.5183999385939558,0
186,0.657876169631884,0.34212383036811667,0
187,0.9505133863302714,0.049486613669728806,0
188,0.9989448692951114,0.0010551307048885905,0
189,0.98,0.02,0
190,0.715782008465183,0.2842179915348171,0
191,0.8776583528091305,0.1223416471908688,0
192,0.9803630583030314,0.019636941696968464,0
193,0.999979274611399,2.072538860103627e-05,0
194,0.9982856698261569,0.0017143301738430866,0
195,0.9832296296296296,0.01677037037037037,0
196,0.32135350188416056,0.6786464981158392,0
197,0.9965793536195907,0.0034206463804092742,0
198,0.994,0.006,0
199,0.9745572655864071,0.025442734413593078,0
200,0.8364374044279482,0.16356259557205208,0
201,1.0,0.0,0
202,0.9665728637876365,0.0334271362123636,0
203,0.9989392198842261,0.0010607801157739639,0
204,0.998,0.002,0
205,0.9970015744285005,0.0029984255714996326,0
206,0.9808263899873245,0.019173610012675483,0
207,0.9937316436924293,0.006268356307570743,0
208,0.9937017029229965,0.0062982970770034995,0
209,0.9959914987921751,0.004008501207824933,0
210,0.7588660156532248,0.24113398434677563,0
211,0.7643521366804586,0.23564786331954155,0
212,0.885945590343468,0.11405440965653187,0
213,0.9964280141085615,0.003571985891438628,0
214,0.2763846968753905,0.7236153031246093,0
215,0.9960745847490184,0.003925415250981599,0
216,0.9996683836647774,0.00033161633522268237,0
217,0.999979274611399,2.072538860103627e-05,0
218,0.9897898472896034,0.010210152710396684,0
219,0.9970884232259459,0.0029115767740539667,0
220,0.7856169362400134,0.2143830637599869,0
221,0.9893238677430359,0.010676132256964208,0
222,0.994702714949873,0.005297285050127046,0
223,0.972,0.028,0
224,0.9999076693968726,9.233060312732688e-05,0
225,0.9994130723594924,0.0005869276405075419,0
226,0.83319209109952,0.16680790890048006,0
227,0.9971590083165122,0.0028409916834877627,0
228,0.9817760508205106,0.01822394917948939,0
229,0.9833542767664906,0.016645723233509494,0
230,0.9814413348641574,0.018558665135842645,0
231,0.9706760452063632,0.02932395479363699,0
232,0.996,0.004,0
233,0.993970237180934,0.006029762819065968,0
234,0.8126192354175465,0.1873807645824536,1
235,0.9799411764705883,0.020058823529411764,0
236,0.9997959489872469,0.0002040510127531883,0
237,0.9989923692008917,0.0010076307991082794,0
238,0.8452734327379448,0.15472656726205547,0
239,0.8645315598071063,0.1354684401928942,0
240,0.9895318846041986,0.010468115395801489,0
241,0.9958851988039654,0.004114801196034763,0
242,0.982,0.018,0
243,0.9994667499704304,0.0005332500295695422,0
244,0.8516699669996333,0.1483300330003664,0
245,0.8882947908463801,0.11170520915362042,0
246,0.995194406075168,0.004805593924832157,0
247,0.9889026895636162,0.011097310436383968,0
248,0.9988067123167137,0.001193287683286294,0
249,0.9898335863953841,0.010166413604615853,0
250,0.9987695974389893,0.0012304025610106273,0
251,0.7885411842844363,0.21145881571556405,0
252,0.9992740439363097,0.0007259560636903469,0
253,0.9981626497107132,0.0018373502892867824,0
254,0.730338315798436,0.2696616842015637,0
255,0.9988241567749475,0.0011758432250524957,0
256,0.9984314770847535,0.0015685229152463279,0
257,0.9835483870967742,0.016451612903225808,0
258,0.9919108539916095,0.008089146008390594,0
259,0.6786660771972184,0.32133392280278184,1
260,0.9986707913793225,0.0013292086206774462,0
261,0.7797098644199759,0.22029013558002444,1
262,0.5030206306826919,0.49697936931730824,1
263,0.9177818696477572,0.08221813035224276,1
264,0.9972887607829306,0.0027112392170693307,0
265,0.9954470095913908,0.0045529904086095445,0
266,0.9998604651162791,0.00013953488372093022,0
267,0.8988507873118156,0.10114921268818441,0
268,0.3547375542263216,0.6452624457736783,1
269,0.9938137282191172,0.006186271780882926,0
270,0.5917744004938131,0.4082255995061864,1
271,0.8039464216881627,0.19605357831183745,0
272,0.9358392282958199,0.06416077170418007,0
273,0.9952582245931525,0.004741775406847715,0
274,0.9934407762370371,0.006559223762963051,0
275,0.9987408062177698,0.0012591937822302426,0
276,0.8915687119257039,0.10843128807429626,0
277,0.9960236064801147,0.003976393519885424,0
278,0.965709090909091,0.03429090909090909,0
279,0.902,0.098,0
280,0.9960575084401264,0.003942491559873565,0
281,0.3388476785359248,0.6611523214640749,1
282,0.87,0.13,0
283,0.9217160897676682,0.07828391023233158,1
284,0.9864092493692026,0.013590750630797404,0
285,0.9985866155000442,0.0014133844999556218,0
286,0.9762591400797072,0.023740859920292727,0
287,0.993938864628821,0.006061135371179039,0
288,0.7778182515457736,0.22218174845422597,1
289,0.9998658819837801,0.0001341180162198708,0
290,0.9983677816013933,0.0016322183986065971,0
291,1.0,0.0,0
292,0.9986197806190652,0.0013802193809348048,0
293,0.998975316565677,0.0010246834343229038,0
294,0.9956943139842591,0.004305686015740925,0
